직무,경력,지역,회사규모,재택비율,연봉
데이터 분석가,경력,경기,M,0,8978
데이터 분석가,경력,서울,M,0,4608
데이터 분석가,경력,인천,M,0,3393
데이터 분석가,경력,서울,M,0,9542
데이터 분석가,경력,서울,M,0,5779
데이터 엔지니어,경력,서울,M,0,10129
데이터 엔지니어,경력,서울,M,0,5988
데이터 엔지니어,경력,서울,M,0,6931
데이터 엔지니어,경력,광주,M,0,4562
데이터 엔지니어,경력,부산,M,0,12750
데이터 엔지니어,경력,부산,M,0,7243
데이터 엔지니어,경력,서울,M,100,8749
데이터 엔지니어,경력,인천,M,100,6442
데이터 엔지니어,경력,서울,M,100,12479
데이터 엔지니어,경력,경기,M,100,7339
데이터 엔지니어,경력,대구,M,0,12072
데이터 엔지니어,경력,경기,M,0,6745
데이터 엔지니어,경력,부산,M,100,6374
데이터 엔지니어,경력,경기,M,100,5990
데이터 분석가,경력,서울,M,100,7640
데이터 분석가,경력,경기,M,100,5938
데이터 엔지니어,경력,서울,M,0,10510
데이터 엔지니어,경력,경기,M,0,8095
데이터 엔지니어,경력,서울,M,0,9090
데이터 엔지니어,경력,서울,M,0,7385
데이터 엔지니어,경력,서울,M,0,8238
데이터 엔지니어,경력,서울,M,0,6533
데이터 엔지니어,경력,서울,M,0,14430
데이터 엔지니어,경력,서울,M,0,9033
데이터 엔지니어,경력,서울,M,0,9658
데이터 엔지니어,경력,서울,M,0,4829
데이터 엔지니어,경력,인천,M,0,8640
데이터 엔지니어,경력,부산,M,0,4442
데이터 분석가,경력,경기,M,0,10737
데이터 분석가,경력,경기,M,0,4728
데이터 분석가,경력,대구,M,0,8681
데이터 분석가,경력,서울,M,0,8171
데이터 엔지니어,경력,경기,M,0,14250
데이터 엔지니어,경력,경기,M,0,7901
데이터 엔지니어,경력,경기,M,0,8095
데이터 엔지니어,경력,경기,M,0,7015
데이터 엔지니어,경력,서울,M,100,10510
데이터 엔지니어,경력,서울,M,100,8522
데이터 분석가,경력,서울,M,0,11303
데이터 분석가,경력,서울,M,0,4977
데이터 엔지니어,경력,경기,M,0,8959
데이터 엔지니어,경력,경기,M,0,3945
데이터 엔지니어,경력,서울,M,0,9493
데이터 엔지니어,경력,서울,M,0,6329
데이터 엔지니어,경력,서울,M,0,7556
데이터 엔지니어,경력,경기,M,0,3151
데이터 분석가,경력,경기,M,0,10997
데이터 분석가,경력,서울,M,0,9873
데이터 엔지니어,경력,광주,M,100,8209
데이터 엔지니어,경력,대구,M,100,6518
데이터 엔지니어,경력,서울,M,0,8238
데이터 엔지니어,경력,서울,M,0,6533
데이터 엔지니어,경력,서울,M,0,7943
데이터 엔지니어,경력,서울,M,0,5416
데이터 엔지니어,경력,울산,M,100,12223
데이터 엔지니어,경력,경기,M,100,7539
데이터 엔지니어,경력,서울,M,0,9090
데이터 엔지니어,경력,서울,M,0,5340
데이터 분석가,경력,서울,M,100,15000
데이터 분석가,경력,인천,M,100,12870
데이터 엔지니어,경력,서울,L,0,13578
데이터 엔지니어,경력,대구,L,0,5934
데이터 분석가,경력,대구,M,0,6655
데이터 분석가,경력,서울,M,0,6469
데이터 엔지니어,경력,경기,M,0,9714
데이터 엔지니어,경력,서울,M,0,5113
데이터 분석가,경력,서울,M,100,5651
데이터 분석가,경력,서울,M,100,4494
데이터 엔지니어,경력,서울,M,100,6192
데이터 엔지니어,경력,서울,M,100,5681
데이터 엔지니어,경력,서울,M,0,13067
데이터 엔지니어,경력,서울,M,0,5681
데이터 분석가,경력,서울,M,100,12667
데이터 분석가,경력,경기,M,100,7128
데이터 엔지니어,경력,경기,M,100,11333
데이터 엔지니어,경력,경기,M,100,7015
데이터 엔지니어,경력,경기,M,0,11117
데이터 엔지니어,경력,경기,M,0,7232
데이터 엔지니어,경력,서울,M,0,6062
데이터 엔지니어,경력,서울,M,0,3278
데이터 분석가,경력,서울,M,0,8511
데이터 분석가,경력,대전,M,0,5991
데이터 분석가,경력,대구,L,0,9584
데이터 분석가,경력,서울,L,0,4480
데이터 엔지니어,경력,울산,M,100,8402
데이터 엔지니어,경력,서울,M,100,9090
데이터 분석가,경력,경기,M,0,12484
데이터 분석가,경력,서울,M,0,10759
데이터 엔지니어,경력,경기,M,100,9175
데이터 엔지니어,경력,서울,M,100,5681
데이터 엔지니어,경력,서울,M,0,8408
데이터 엔지니어,경력,경기,M,0,5342
데이터 분석가,경력,서울,M,100,6469
데이터 분석가,경력,서울,M,100,5107
데이터 분석가,경력,서울,M,0,7830
데이터 분석가,경력,서울,M,0,7150
데이터 엔지니어,경력,경기,M,0,10567
데이터 엔지니어,경력,서울,M,0,9198
데이터 분석가,경력,서울,M,100,6128
데이터 분석가,경력,서울,M,100,5447
데이터 분석가,경력,서울,M,100,13108
데이터 분석가,경력,서울,M,100,9533
데이터 분석가,경력,대구,M,0,5787
데이터 분석가,경력,서울,M,0,5107
데이터 엔지니어,경력,서울,M,0,9601
데이터 엔지니어,경력,울산,M,0,4497
데이터 분석가,경력,경기,M,0,9703
데이터 분석가,경력,서울,M,0,8171
데이터 엔지니어,경력,서울,M,0,7556
데이터 엔지니어,경력,서울,M,0,3317
데이터 분석가,경력,경기,M,0,10350
데이터 분석가,경력,서울,M,0,9533
데이터 분석가,경력,광주,M,100,8276
데이터 분석가,경력,서울,M,100,5311
데이터 엔지니어,경력,경기,M,0,7663
데이터 엔지니어,경력,서울,M,0,5806
데이터 분석가,경력,서울,M,100,13755
데이터 분석가,경력,서울,M,100,10010
데이터 분석가,신입,대전,M,0,3575
데이터 분석가,신입,대전,M,0,3003
데이터 엔지니어,경력,대전,M,0,9248
데이터 엔지니어,경력,대전,M,0,6248
데이터 분석가,경력,서울,L,0,12597
데이터 분석가,경력,서울,L,0,5420
데이터 엔지니어,경력,경기,M,100,5936
데이터 엔지니어,경력,서울,M,100,5397
데이터 분석가,경력,경기,M,100,3816
데이터 분석가,경력,울산,M,100,2961
데이터 분석가,경력,서울,M,100,12733
데이터 분석가,경력,서울,M,100,8716
데이터 분석가,경력,인천,M,100,12379
데이터 분석가,경력,광주,M,100,8508
데이터 분석가,경력,경기,M,0,8732
데이터 분석가,경력,인천,M,0,7353
데이터 엔지니어,경력,서울,M,100,8522
데이터 엔지니어,경력,대구,M,100,6760
데이터 분석가,경력,서울,M,0,2932
데이터 분석가,경력,대전,M,0,2580
데이터 엔지니어,경력,경기,M,0,7178
데이터 엔지니어,경력,대전,M,0,2914
데이터 분석가,경력,경기,M,0,9421
데이터 분석가,경력,서울,M,0,5747
데이터 엔지니어,경력,서울,M,100,15000
데이터 엔지니어,경력,경기,M,100,10524
데이터 엔지니어,경력,서울,M,100,10794
데이터 엔지니어,경력,경기,M,100,5801
데이터 분석가,경력,서울,M,0,7150
데이터 분석가,경력,경기,M,0,4851
데이터 분석가,경력,경기,M,100,9056
데이터 분석가,경력,광주,M,100,5672
데이터 분석가,경력,서울,M,100,7830
데이터 분석가,경력,서울,M,100,5788
데이터 분석가,경력,경기,M,100,7785
데이터 분석가,경력,서울,M,100,5066
데이터 분석가,경력,서울,M,100,10792
데이터 분석가,경력,서울,M,100,5995
데이터 분석가,경력,서울,M,0,12359
데이터 분석가,경력,서울,M,0,8648
데이터 엔지니어,경력,서울,M,0,11675
데이터 엔지니어,경력,서울,M,0,7300
데이터 엔지니어,경력,서울,M,0,10885
데이터 엔지니어,경력,서울,M,0,7135
데이터 엔지니어,경력,서울,M,0,15000
데이터 엔지니어,경력,울산,M,0,6424
데이터 엔지니어,경력,서울,M,0,11959
데이터 엔지니어,경력,경기,M,0,5682
데이터 엔지니어,경력,서울,M,0,8999
데이터 엔지니어,경력,경기,M,0,4630
데이터 분석가,경력,서울,M,0,12284
데이터 분석가,경력,울산,M,0,8222
데이터 분석가,경력,경기,M,0,8681
데이터 분석가,경력,경기,M,0,6675
데이터 분석가,경력,서울,M,0,7150
데이터 분석가,경력,서울,M,0,5788
데이터 분석가,경력,서울,M,100,7490
데이터 분석가,경력,서울,M,100,6469
데이터 분석가,경력,서울,M,100,6496
데이터 분석가,경력,부산,M,100,3344
데이터 분석가,경력,서울,M,0,8511
데이터 분석가,경력,인천,M,0,5362
데이터 분석가,경력,대구,L,0,10707
데이터 분석가,경력,서울,L,0,5420
데이터 엔지니어,경력,서울,M,100,7567
데이터 엔지니어,경력,경기,M,100,4533
데이터 분석가,경력,서울,M,0,11644
데이터 분석가,경력,서울,M,0,6332
데이터 분석가,경력,서울,M,0,14739
데이터 분석가,경력,서울,M,0,8426
데이터 엔지니어,경력,서울,M,100,9090
데이터 엔지니어,경력,부산,M,100,5794
데이터 엔지니어,경력,대구,M,0,12750
데이터 엔지니어,경력,경기,M,0,6921
데이터 엔지니어,경력,인천,M,100,8109
데이터 엔지니어,경력,서울,M,100,6550
데이터 엔지니어,경력,경기,M,0,12160
데이터 엔지니어,경력,서울,M,0,11215
데이터 분석가,신입,경기,M,0,4976
데이터 분석가,신입,서울,M,0,2917
데이터 분석가,경력,경기,M,0,10737
데이터 분석가,경력,부산,M,0,4230
데이터 분석가,경력,울산,M,100,8886
데이터 분석가,경력,대구,M,100,6366
데이터 분석가,경력,부산,M,0,10316
데이터 분석가,경력,서울,M,0,7524
데이터 분석가,경력,서울,L,0,12597
데이터 분석가,경력,서울,L,0,5420
데이터 엔지니어,경력,부산,M,0,8885
데이터 엔지니어,경력,경기,M,0,6638
데이터 분석가,경력,서울,L,0,11276
데이터 분석가,경력,서울,L,0,4480
데이터 엔지니어,경력,서울,M,0,10567
데이터 엔지니어,경력,서울,M,0,4647
데이터 분석가,경력,서울,M,0,9192
데이터 분석가,경력,부산,M,0,4774
데이터 엔지니어,경력,대전,M,0,12361
데이터 엔지니어,경력,서울,M,0,9090
데이터 분석가,경력,서울,M,100,7388
데이터 분석가,경력,경기,M,100,5096
데이터 분석가,경력,서울,M,0,8171
데이터 분석가,경력,서울,M,0,7150
데이터 분석가,경력,경기,M,100,7115
데이터 분석가,경력,경기,M,100,5660
데이터 엔지니어,경력,경기,M,0,7826
데이터 엔지니어,경력,서울,M,0,6533
데이터 엔지니어,경력,서울,M,0,7669
데이터 엔지니어,경력,서울,M,0,5681
데이터 분석가,경력,부산,M,0,12750
데이터 분석가,경력,경기,M,0,13856
데이터 엔지니어,경력,경기,M,0,9040
데이터 엔지니어,경력,경기,M,0,5747
데이터 엔지니어,경력,경기,M,0,6908
데이터 엔지니어,경력,대구,M,0,3935
데이터 엔지니어,경력,부산,M,0,9947
데이터 엔지니어,경력,부산,M,0,6471
데이터 분석가,경력,서울,M,100,11916
데이터 분석가,경력,서울,M,100,10895
데이터 분석가,경력,서울,M,0,9737
데이터 분석가,경력,경기,M,0,8215
데이터 엔지니어,경력,울산,M,100,9390
데이터 엔지니어,경력,경기,M,100,8635
데이터 분석가,경력,서울,M,0,6809
데이터 분석가,경력,서울,M,0,5107
데이터 분석가,경력,경기,M,0,10090
데이터 분석가,경력,서울,M,0,8443
데이터 엔지니어,경력,서울,M,0,11362
데이터 엔지니어,경력,서울,M,0,7533
데이터 엔지니어,경력,서울,M,0,8806
데이터 엔지니어,경력,광주,M,0,6567
데이터 엔지니어,경력,서울,M,100,9090
데이터 엔지니어,경력,서울,M,100,4261
데이터 분석가,경력,인천,M,0,6802
데이터 분석가,경력,서울,M,0,7081
데이터 엔지니어,경력,서울,M,0,4829
데이터 엔지니어,경력,인천,M,0,3834
데이터 분석가,경력,서울,M,100,10725
데이터 분석가,경력,경기,M,100,8570
데이터 분석가,경력,서울,M,0,5788
데이터 분석가,경력,서울,M,0,5107
데이터 분석가,경력,서울,M,0,6395
데이터 분석가,경력,경기,M,0,3361
데이터 엔지니어,경력,서울,M,0,9431
데이터 엔지니어,경력,경기,M,0,3945
데이터 분석가,경력,경기,M,100,11644
데이터 분석가,경력,경기,M,100,7645
데이터 엔지니어,경력,서울,M,100,15000
데이터 엔지니어,경력,서울,M,100,12601
데이터 분석가,경력,부산,M,0,9607
데이터 분석가,경력,서울,M,0,4970
데이터 엔지니어,경력,서울,M,100,8897
데이터 엔지니어,경력,광주,M,100,6624
데이터 분석가,경력,서울,M,0,10146
데이터 분석가,경력,서울,M,0,4446
데이터 엔지니어,경력,서울,M,100,10624
데이터 엔지니어,경력,서울,M,100,10226
데이터 분석가,경력,경기,M,0,7738
데이터 분석가,경력,서울,M,0,4791
데이터 분석가,경력,울산,M,100,6220
데이터 분석가,경력,서울,M,100,4562
데이터 분석가,경력,서울,M,100,6945
데이터 분석가,경력,인천,M,100,5807
데이터 엔지니어,경력,대구,M,0,8981
데이터 엔지니어,경력,서울,M,0,4647
데이터 분석가,경력,서울,M,100,11569
데이터 분석가,경력,대전,M,100,9833
데이터 분석가,경력,대구,M,100,6077
데이터 분석가,경력,경기,M,100,4851
데이터 분석가,신입,경기,M,100,1900
데이터 분석가,경력,서울,M,0,7895
데이터 분석가,경력,서울,M,0,4737
데이터 엔지니어,경력,경기,M,100,9444
데이터 엔지니어,경력,서울,M,100,5539
데이터 분석가,경력,경기,M,0,6468
데이터 분석가,경력,경기,M,0,4851
데이터 분석가,경력,경기,M,0,9379
데이터 분석가,경력,경기,M,0,7115
데이터 분석가,경력,부산,M,100,5179
데이터 분석가,경력,서울,M,100,4426
데이터 엔지니어,신입,서울,M,100,3380
데이터 엔지니어,신입,서울,M,100,2457
데이터 엔지니어,경력,서울,M,0,4019
데이터 엔지니어,경력,부산,M,0,3237
데이터 분석가,신입,서울,M,0,5529
데이터 분석가,신입,서울,M,0,3455
데이터 분석가,경력,경기,M,0,14250
데이터 분석가,경력,서울,M,0,12257
데이터 분석가,경력,경기,M,0,10350
데이터 분석가,경력,경기,M,0,8797
데이터 엔지니어,경력,서울,M,100,11930
데이터 엔지니어,경력,서울,M,100,6533
데이터 분석가,신입,인천,L,0,3710
데이터 분석가,신입,서울,L,0,2000
데이터 엔지니어,경력,인천,M,0,13500
데이터 엔지니어,경력,경기,M,0,8635
데이터 분석가,경력,서울,M,100,11916
데이터 분석가,경력,경기,M,100,9703
데이터 엔지니어,신입,서울,M,0,3499
데이터 엔지니어,신입,서울,M,0,2386
데이터 분석가,경력,서울,M,100,8195
데이터 분석가,경력,경기,M,100,4812
데이터 엔지니어,경력,서울,L,0,11681
데이터 엔지니어,경력,서울,L,0,6005
데이터 엔지니어,경력,경기,M,0,8014
데이터 엔지니어,경력,서울,M,0,4687
데이터 엔지니어,경력,대구,M,0,8924
데이터 엔지니어,경력,경기,M,0,8738
데이터 엔지니어,경력,경기,M,100,14250
데이터 엔지니어,경력,경기,M,100,11117
데이터 분석가,경력,대전,M,100,5692
데이터 분석가,경력,대구,M,100,4629
데이터 엔지니어,경력,울산,M,0,7339
데이터 엔지니어,경력,경기,M,0,4452
데이터 엔지니어,경력,경기,M,0,7178
데이터 엔지니어,경력,서울,M,0,3317
데이터 엔지니어,경력,대구,M,0,12750
데이터 엔지니어,경력,대전,M,0,6498
데이터 분석가,경력,서울,M,100,10214
데이터 분석가,경력,대전,M,100,4793
데이터 엔지니어,경력,울산,M,0,5436
데이터 엔지니어,경력,서울,M,0,5113
데이터 분석가,경력,서울,L,0,13809
데이터 분석가,경력,서울,L,0,7102
데이터 엔지니어,경력,서울,M,0,8749
데이터 엔지니어,경력,서울,M,0,5851
데이터 엔지니어,경력,경기,M,0,10276
데이터 엔지니어,경력,대구,M,0,5408
데이터 엔지니어,경력,서울,M,0,15000
데이터 엔지니어,경력,서울,M,0,9090
데이터 분석가,경력,서울,M,0,6732
데이터 분석가,경력,서울,M,0,3960
데이터 분석가,경력,서울,M,0,9397
데이터 분석가,경력,부산,M,0,4948
데이터 분석가,경력,서울,M,0,15000
데이터 분석가,경력,서울,M,0,8511
데이터 엔지니어,경력,서울,M,0,9090
데이터 엔지니어,경력,서울,M,0,7385
데이터 분석가,경력,대전,L,0,11085
데이터 분석가,경력,서울,L,0,5420
데이터 분석가,경력,인천,M,0,10089
데이터 분석가,경력,서울,M,0,8969
데이터 분석가,경력,서울,M,0,5093
데이터 분석가,경력,서울,M,0,4330
데이터 엔지니어,경력,대구,M,0,12750
데이터 엔지니어,경력,서울,M,0,9090
데이터 엔지니어,경력,서울,M,0,14419
데이터 엔지니어,경력,대구,M,0,7659
데이터 엔지니어,경력,서울,M,0,10226
데이터 엔지니어,경력,서울,M,0,5113
데이터 엔지니어,경력,경기,M,0,5936
데이터 엔지니어,경력,경기,M,0,3777
데이터 엔지니어,경력,서울,M,0,13635
데이터 엔지니어,경력,서울,M,0,9658
데이터 분석가,경력,서울,M,0,3745
데이터 분석가,경력,인천,M,0,3002
데이터 엔지니어,경력,서울,M,100,7669
데이터 엔지니어,경력,서울,M,100,6249
데이터 엔지니어,경력,서울,M,100,11362
데이터 엔지니어,경력,서울,M,100,10226
데이터 분석가,경력,서울,M,100,7150
데이터 분석가,경력,서울,M,100,6809
데이터 엔지니어,경력,울산,M,0,12010
데이터 엔지니어,경력,경기,M,0,8203
데이터 분석가,경력,서울,M,0,8171
데이터 분석가,경력,서울,M,0,5788
데이터 분석가,경력,광주,M,100,9086
데이터 분석가,경력,서울,M,100,8511
데이터 엔지니어,경력,서울,M,0,7953
데이터 엔지니어,경력,경기,M,0,3507
데이터 엔지니어,경력,서울,M,0,2796
데이터 엔지니어,경력,서울,M,0,2796
데이터 엔지니어,경력,서울,M,0,6249
데이터 엔지니어,경력,서울,M,0,4170
데이터 엔지니어,경력,경기,M,0,9899
데이터 엔지니어,경력,경기,M,0,9899
데이터 엔지니어,경력,경기,M,0,7015
데이터 엔지니어,경력,서울,M,0,5522
데이터 엔지니어,경력,서울,M,0,9669
데이터 엔지니어,경력,대전,M,0,4194
데이터 엔지니어,경력,경기,M,100,7015
데이터 엔지니어,경력,부산,M,100,4904
데이터 분석가,경력,부산,M,100,10244
데이터 분석가,경력,경기,M,100,7633
데이터 엔지니어,경력,경기,M,0,8365
데이터 엔지니어,경력,대전,M,0,6998
데이터 분석가,경력,경기,M,0,6075
데이터 분석가,경력,서울,M,0,3538
데이터 엔지니어,경력,서울,M,0,12186
데이터 엔지니어,경력,서울,M,0,7641
데이터 분석가,경력,서울,M,100,7490
데이터 분석가,경력,서울,M,100,6128
데이터 엔지니어,경력,부산,M,0,7002
데이터 엔지니어,경력,서울,M,0,6533
데이터 엔지니어,경력,울산,M,100,11565
데이터 엔지니어,경력,서울,M,100,10112
데이터 엔지니어,경력,울산,M,100,2827
데이터 엔지니어,경력,광주,M,100,2502
데이터 분석가,신입,인천,M,0,3465
데이터 분석가,신입,서울,M,0,2564
데이터 엔지니어,경력,대전,M,100,12943
데이터 엔지니어,경력,인천,M,100,9002
데이터 엔지니어,경력,경기,M,0,3818
데이터 엔지니어,경력,인천,M,0,3428
데이터 엔지니어,경력,서울,M,0,7505
데이터 엔지니어,경력,경기,M,0,3691
데이터 분석가,경력,서울,M,0,9873
데이터 분석가,경력,서울,M,0,7490
데이터 분석가,경력,서울,M,100,10895
데이터 분석가,경력,울산,M,100,8293
데이터 분석가,경력,대구,M,100,5064
데이터 분석가,경력,서울,M,100,4255
데이터 분석가,경력,경기,M,0,9185
데이터 분석가,경력,서울,M,0,8716
데이터 엔지니어,경력,서울,M,0,9090
데이터 엔지니어,경력,부산,M,0,6277
데이터 분석가,경력,서울,L,0,13809
데이터 분석가,경력,서울,L,0,7102
데이터 엔지니어,경력,울산,M,0,12801
데이터 엔지니어,경력,경기,M,0,7487
데이터 엔지니어,경력,부산,M,0,11942
데이터 엔지니어,경력,서울,M,0,7936
데이터 엔지니어,경력,광주,M,0,11942
데이터 엔지니어,경력,서울,M,0,7936
데이터 분석가,경력,서울,M,0,7946
데이터 분석가,경력,경기,M,0,6042
데이터 분석가,신입,울산,M,0,3317
데이터 분석가,신입,서울,M,0,2383
데이터 엔지니어,경력,서울,M,0,12612
데이터 엔지니어,경력,서울,M,0,9033
데이터 분석가,경력,인천,M,100,10724
데이터 분석가,경력,서울,M,100,10214
데이터 분석가,경력,서울,M,0,3161
데이터 분석가,경력,서울,M,0,2646
데이터 엔지니어,경력,서울,M,0,9516
데이터 엔지니어,경력,경기,M,0,5747
데이터 엔지니어,경력,경기,M,100,8095
데이터 엔지니어,경력,서울,M,100,7385
데이터 분석가,경력,인천,M,100,7752
데이터 분석가,경력,경기,M,100,5045
데이터 분석가,경력,서울,M,100,10214
데이터 분석가,경력,서울,M,100,8171
데이터 분석가,경력,서울,M,0,10050
데이터 분석가,경력,서울,M,0,7238
데이터 엔지니어,경력,경기,M,0,13347
데이터 엔지니어,경력,서울,M,0,7936
데이터 분석가,경력,서울,M,0,6985
데이터 분석가,경력,서울,M,0,5446
데이터 엔지니어,경력,경기,M,100,9418
데이터 엔지니어,경력,인천,M,100,5778
데이터 엔지니어,경력,인천,M,100,9459
데이터 엔지니어,경력,경기,M,100,8095
데이터 엔지니어,경력,부산,M,0,6678
데이터 엔지니어,경력,서울,M,0,6289
데이터 분석가,경력,서울,L,0,12597
데이터 분석가,경력,경기,L,0,5149
데이터 분석가,경력,서울,M,0,6809
데이터 분석가,경력,경기,M,0,4851
데이터 엔지니어,경력,서울,M,0,10510
데이터 엔지니어,경력,서울,M,0,8522
데이터 분석가,경력,부산,L,0,11737
데이터 분석가,경력,울산,L,0,6178
데이터 엔지니어,경력,대전,M,100,10607
데이터 엔지니어,경력,경기,M,100,8419
데이터 엔지니어,경력,서울,M,0,10453
데이터 엔지니어,경력,인천,M,0,6289
데이터 분석가,경력,서울,M,100,7568
데이터 분석가,경력,광주,M,100,3859
데이터 분석가,경력,서울,M,100,6471
데이터 분석가,경력,서울,M,100,4044
데이터 엔지니어,경력,서울,M,0,5103
데이터 엔지니어,경력,경기,M,0,3917
데이터 엔지니어,경력,서울,M,0,10510
데이터 엔지니어,경력,경기,M,0,8095
데이터 엔지니어,경력,서울,M,0,8749
데이터 엔지니어,경력,대전,M,0,5148
데이터 엔지니어,경력,대전,M,100,8998
데이터 엔지니어,경력,서울,M,100,6954
데이터 분석가,경력,서울,M,0,8171
데이터 분석가,경력,부산,M,0,5208
데이터 엔지니어,경력,경기,M,100,12278
데이터 엔지니어,경력,서울,M,100,8380
데이터 엔지니어,경력,서울,M,0,4194
데이터 엔지니어,경력,경기,M,0,2987
데이터 엔지니어,경력,대구,M,100,9174
데이터 엔지니어,경력,서울,M,100,7385
데이터 엔지니어,경력,경기,M,0,8635
데이터 엔지니어,경력,서울,M,0,7385
데이터 엔지니어,경력,서울,M,100,8522
데이터 엔지니어,경력,경기,M,100,2698
데이터 분석가,경력,부산,M,100,9967
데이터 분석가,경력,경기,M,100,8487
데이터 엔지니어,경력,대구,M,100,8595
데이터 엔지니어,경력,경기,M,100,8905
데이터 분석가,경력,부산,L,0,11737
데이터 분석가,경력,서울,L,0,7102
데이터 분석가,경력,부산,M,0,8970
데이터 분석가,경력,서울,M,0,8171
데이터 분석가,경력,서울,M,0,15000
데이터 분석가,경력,경기,M,0,12938
데이터 엔지니어,경력,서울,M,0,10453
데이터 엔지니어,경력,인천,M,0,6289
데이터 분석가,경력,서울,L,0,13809
데이터 분석가,경력,서울,L,0,7102
데이터 분석가,경력,서울,M,0,10895
데이터 분석가,경력,서울,M,0,9260
데이터 엔지니어,경력,서울,M,0,11703
데이터 엔지니어,경력,경기,M,0,7232
데이터 엔지니어,경력,서울,M,100,7385
데이터 엔지니어,경력,경기,M,100,5396
데이터 엔지니어,경력,경기,M,0,13492
데이터 엔지니어,경력,부산,M,0,6035
데이터 엔지니어,경력,서울,M,0,7442
데이터 엔지니어,경력,서울,M,0,4999
데이터 분석가,신입,경기,M,0,3622
데이터 분석가,신입,서울,M,0,2383
데이터 분석가,경력,서울,M,100,8511
데이터 분석가,경력,서울,M,100,7830
데이터 엔지니어,경력,경기,M,0,9930
데이터 엔지니어,경력,서울,M,0,6988
데이터 엔지니어,경력,경기,M,0,9930
데이터 엔지니어,경력,인천,M,0,6289
데이터 엔지니어,경력,서울,L,0,10510
데이터 엔지니어,경력,서울,L,0,4601
데이터 분석가,경력,서울,M,100,3609
데이터 분석가,경력,서울,M,100,3268
데이터 분석가,경력,경기,M,0,14250
데이터 분석가,경력,서울,M,0,5026
데이터 엔지니어,경력,서울,M,0,4019
데이터 엔지니어,경력,부산,M,0,3237
데이터 엔지니어,경력,서울,M,0,10794
데이터 엔지니어,경력,서울,M,0,9658
데이터 분석가,경력,서울,M,100,8511
데이터 분석가,경력,부산,M,100,6655
데이터 엔지니어,경력,서울,M,100,7385
데이터 엔지니어,경력,경기,M,100,5481
데이터 엔지니어,경력,서울,M,100,8522
데이터 엔지니어,경력,경기,M,100,6206
데이터 엔지니어,경력,서울,M,0,10453
데이터 엔지니어,경력,서울,M,0,6988
데이터 분석가,경력,울산,M,0,10959
데이터 분석가,경력,서울,M,0,10895
데이터 엔지니어,경력,서울,M,0,10510
데이터 엔지니어,경력,서울,M,0,2840
데이터 엔지니어,신입,경기,M,0,4945
데이터 엔지니어,신입,서울,M,0,4772
데이터 분석가,경력,서울,M,0,11031
데이터 분석가,경력,서울,M,0,8852
데이터 분석가,경력,서울,L,0,13809
데이터 분석가,경력,경기,L,0,6746
데이터 엔지니어,경력,서울,M,0,8806
데이터 엔지니어,경력,서울,M,0,7101
데이터 엔지니어,경력,서울,M,100,9658
데이터 엔지니어,경력,서울,M,100,5681
데이터 엔지니어,경력,인천,M,0,13500
데이터 엔지니어,경력,서울,M,0,11817
데이터 분석가,경력,서울,M,100,6395
데이터 분석가,경력,경기,M,100,3361
데이터 분석가,경력,서울,M,100,8089
데이터 분석가,경력,경기,M,100,4851
데이터 분석가,경력,경기,M,0,13275
데이터 분석가,경력,경기,M,0,8845
데이터 분석가,신입,서울,M,0,3851
데이터 분석가,신입,경기,M,0,2435
데이터 엔지니어,경력,경기,M,0,11333
데이터 엔지니어,경력,경기,M,0,8365
데이터 엔지니어,경력,경기,M,0,12235
데이터 엔지니어,경력,서울,M,0,7573
데이터 분석가,경력,경기,M,100,8085
데이터 분석가,경력,서울,M,100,7830
데이터 분석가,경력,경기,M,0,6145
데이터 분석가,경력,울산,M,0,4182
데이터 분석가,경력,경기,M,100,9671
데이터 분석가,경력,경기,M,100,8219
데이터 엔지니어,경력,경기,M,100,8742
데이터 엔지니어,경력,경기,M,100,5990
데이터 분석가,경력,서울,L,0,12597
데이터 분석가,경력,서울,L,0,5420
데이터 엔지니어,경력,대전,M,100,9649
데이터 엔지니어,경력,경기,M,100,5936
데이터 엔지니어,경력,경기,M,0,8311
데이터 엔지니어,경력,서울,M,0,5851
데이터 분석가,경력,서울,M,0,5447
데이터 분석가,경력,서울,M,0,4766
데이터 엔지니어,경력,경기,M,0,13492
데이터 엔지니어,경력,대전,M,0,11249
데이터 분석가,경력,인천,M,0,5515
데이터 분석가,경력,경기,M,0,5174
데이터 분석가,경력,서울,M,0,4189
데이터 분석가,경력,서울,M,0,3351
데이터 엔지니어,경력,부산,M,0,9899
데이터 엔지니어,경력,경기,M,0,9040
데이터 엔지니어,경력,서울,M,0,10561
데이터 엔지니어,경력,서울,M,0,7346
데이터 엔지니어,경력,서울,M,0,12175
데이터 엔지니어,경력,서울,M,0,6164
데이터 분석가,경력,서울,M,100,3770
데이터 분석가,경력,경기,M,100,2865
데이터 엔지니어,신입,서울,M,0,8749
데이터 엔지니어,신입,서울,M,0,7436
데이터 분석가,경력,부산,M,0,4919
데이터 분석가,경력,경기,M,0,5110
데이터 엔지니어,경력,경기,M,0,7069
데이터 엔지니어,경력,경기,M,0,7015
데이터 엔지니어,경력,서울,M,50,4600
데이터 엔지니어,경력,서울,M,100,9942
데이터 엔지니어,경력,대구,M,100,6518
데이터 분석가,경력,서울,M,100,7830
데이터 분석가,경력,서울,M,100,7490
데이터 엔지니어,경력,광주,M,0,6751
데이터 엔지니어,경력,부산,M,0,4603
