직무,경력,지역,회사규모,재택비율,기술_개수,연봉
프론트엔드 개발자,신입,경기,L,50,2,3481
영업 지원,신입,서울,M,0,2,4011
데이터 엔지니어,신입,서울,L,50,3,7356
데이터 분석가,경력,서울,M,50,4,8962
데이터 분석가,경력,인천,M,50,2,7386
데이터 분석가,경력,부산,M,0,4,6819
프론트엔드 개발자,경력,서울,S,50,3,5535
데이터 분석가,신입,경기,M,100,5,4729
일반사무,경력,부산,S,50,1,2278
일반사무,경력,경기,M,0,1,4025
UI/UX 디자이너,신입,대구,L,0,3,4767
데이터 엔지니어,경력,서울,M,50,5,9740
경리 회계,신입,서울,L,50,2,4497
인사 총무,경력,서울,S,50,2,2647
데이터 분석가,경력,경기,L,50,4,7284
백엔드 개발자,경력,경기,S,0,3,4963
데이터 엔지니어,경력,서울,M,100,5,11027
데이터 분석가,신입,경기,M,50,4,6352
경리 회계,신입,경기,S,0,1,2306
고객상담 CS,경력,대전,M,50,2,3073
경리 회계,경력,서울,S,100,3,4225
백엔드 개발자,경력,서울,M,0,5,8447
데이터 분석가,경력,서울,M,0,5,6000
데이터 분석가,경력,서울,M,50,2,10141
UI/UX 디자이너,경력,경기,S,50,3,5020
데이터 분석가,경력,서울,M,50,2,9009
데이터 분석가,경력,서울,M,50,5,6881
데이터 분석가,신입,경기,M,0,3,6203
백엔드 개발자,경력,경기,L,0,3,7141
프론트엔드 개발자,경력,서울,S,100,4,6377
데이터 분석가,경력,대전,M,100,3,8420
UI/UX 디자이너,경력,서울,M,0,3,6890
데이터 엔지니어,신입,서울,M,0,4,6649
영업 지원,경력,경기,S,50,3,3622
프론트엔드 개발자,경력,대전,S,50,5,4423
백엔드 개발자,신입,서울,M,50,5,7188
일반사무,경력,서울,M,100,3,2813
백엔드 개발자,경력,경기,M,50,5,8465
백엔드 개발자,신입,서울,M,50,4,5231
고객상담 CS,신입,서울,S,0,3,2000
고객상담 CS,신입,서울,L,0,2,2000
데이터 분석가,신입,서울,M,0,5,5221
고객상담 CS,경력,경기,S,50,1,3030
경리 회계,경력,서울,M,0,3,3492
인사 총무,경력,서울,L,50,1,5783
프론트엔드 개발자,경력,서울,M,50,5,6525
프론트엔드 개발자,경력,서울,S,0,4,6640
고객상담 CS,경력,대전,L,0,3,3818
영업 지원,경력,인천,S,0,3,4464
프론트엔드 개발자,경력,대구,M,50,4,6833
백엔드 개발자,신입,서울,S,0,4,5045
퍼포먼스 마케터,신입,서울,S,0,1,3331
백엔드 개발자,신입,서울,M,50,4,3710
백엔드 개발자,경력,경기,M,100,4,7086
고객상담 CS,신입,서울,S,50,1,2000
퍼포먼스 마케터,경력,대구,L,50,1,4795
백엔드 개발자,경력,울산,S,0,5,5813
데이터 분석가,경력,경기,M,100,3,7931
데이터 엔지니어,경력,경기,L,100,5,11976
UI/UX 디자이너,경력,대전,S,0,2,5898
퍼포먼스 마케터,경력,서울,L,0,2,6140
데이터 엔지니어,경력,서울,S,0,2,8701
UI/UX 디자이너,신입,인천,L,0,3,4338
일반사무,경력,인천,L,0,3,3916
백엔드 개발자,신입,서울,S,100,4,6025
고객상담 CS,경력,경기,M,0,1,2234
데이터 분석가,경력,서울,S,100,3,6376
일반사무,신입,서울,L,50,3,2347
경리 회계,경력,서울,L,50,1,3664
영업 지원,신입,경기,M,100,1,3513
데이터 분석가,신입,서울,S,50,2,4812
퍼포먼스 마케터,경력,부산,L,50,2,6112
프론트엔드 개발자,경력,서울,M,50,2,7101
UI/UX 디자이너,신입,인천,L,0,1,3824
UI/UX 디자이너,경력,서울,S,50,3,6116
백엔드 개발자,경력,인천,S,50,4,5239
퍼포먼스 마케터,경력,인천,M,100,3,4625
UI/UX 디자이너,경력,서울,M,0,1,6460
퍼포먼스 마케터,경력,서울,M,0,3,5042
데이터 엔지니어,경력,부산,M,0,2,7151
프론트엔드 개발자,경력,경기,M,0,3,6293
백엔드 개발자,경력,경기,S,50,2,5653
백엔드 개발자,경력,경기,S,50,4,6236
퍼포먼스 마케터,경력,인천,M,0,3,4730
프론트엔드 개발자,경력,서울,M,50,4,8597
인사 총무,경력,경기,S,50,1,3550
퍼포먼스 마케터,경력,경기,S,50,2,5436
백엔드 개발자,경력,대구,S,100,3,7032
백엔드 개발자,신입,경기,M,100,5,7133
데이터 분석가,경력,경기,L,50,4,10258
프론트엔드 개발자,경력,경기,M,0,2,4357
퍼포먼스 마케터,경력,서울,M,0,2,6368
인사 총무,신입,부산,M,50,2,2000
UI/UX 디자이너,경력,서울,S,0,1,8016
데이터 분석가,경력,서울,S,100,5,5407
영업 지원,경력,서울,M,50,1,4585
UI/UX 디자이너,경력,서울,M,0,2,6740
인사 총무,경력,서울,M,50,3,3652
UI/UX 디자이너,경력,서울,S,50,2,5839
UI/UX 디자이너,경력,경기,M,0,2,7124
데이터 분석가,경력,경기,S,0,4,5494
데이터 엔지니어,경력,경기,S,50,3,6031
백엔드 개발자,신입,부산,M,50,3,3373
퍼포먼스 마케터,신입,부산,M,50,1,3119
백엔드 개발자,경력,서울,M,100,2,5816
UI/UX 디자이너,경력,경기,M,50,1,6573
경리 회계,경력,부산,M,100,2,2666
백엔드 개발자,경력,서울,M,50,4,7511
데이터 엔지니어,경력,경기,S,0,3,5746
데이터 엔지니어,신입,서울,M,50,5,8915
백엔드 개발자,경력,서울,M,50,5,7535
프론트엔드 개발자,경력,서울,M,50,3,6667
영업 지원,신입,서울,L,0,2,2119
프론트엔드 개발자,신입,서울,M,0,4,3820
프론트엔드 개발자,경력,서울,M,50,3,6020
백엔드 개발자,경력,대구,S,50,2,4413
백엔드 개발자,경력,서울,M,50,4,6206
퍼포먼스 마케터,신입,경기,L,0,3,3365
데이터 분석가,신입,서울,M,0,4,5921
백엔드 개발자,경력,경기,M,100,5,6932
데이터 엔지니어,신입,경기,M,50,3,5091
데이터 분석가,경력,경기,L,0,5,9366
백엔드 개발자,신입,서울,S,0,3,2122
데이터 엔지니어,신입,경기,L,0,2,5027
데이터 분석가,경력,경기,L,50,4,7987
퍼포먼스 마케터,경력,서울,S,0,3,3606
일반사무,경력,서울,S,0,2,2509
데이터 분석가,경력,서울,M,100,5,9420
데이터 엔지니어,경력,서울,M,50,4,10490
고객상담 CS,신입,부산,L,50,2,2219
고객상담 CS,경력,서울,M,0,3,2929
영업 지원,경력,경기,S,50,1,3618
UI/UX 디자이너,신입,경기,S,50,1,4616
UI/UX 디자이너,경력,경기,S,0,3,5692
데이터 엔지니어,경력,서울,S,100,3,8460
인사 총무,경력,경기,M,50,1,4145
프론트엔드 개발자,경력,서울,S,0,4,7384
인사 총무,경력,광주,S,100,1,3427
고객상담 CS,신입,인천,L,100,3,2000
데이터 분석가,경력,경기,L,50,2,7355
데이터 엔지니어,경력,서울,S,50,3,9662
영업 지원,경력,경기,L,50,2,5001
데이터 분석가,경력,부산,M,50,4,5833
백엔드 개발자,신입,광주,M,0,4,4200
데이터 엔지니어,경력,서울,M,0,4,8271
경리 회계,경력,광주,M,100,2,2576
데이터 엔지니어,신입,서울,L,0,4,4425
인사 총무,신입,부산,M,50,3,2000
고객상담 CS,경력,경기,M,100,2,4405
퍼포먼스 마케터,신입,인천,M,100,1,2873
UI/UX 디자이너,경력,서울,S,0,2,5836
퍼포먼스 마케터,신입,서울,M,50,3,3664
인사 총무,경력,부산,M,100,2,3559
퍼포먼스 마케터,경력,경기,M,50,3,7843
영업 지원,경력,서울,M,50,2,5340
데이터 엔지니어,경력,경기,M,50,3,7861
데이터 분석가,경력,서울,M,50,4,10860
데이터 엔지니어,신입,서울,M,0,4,6983
영업 지원,경력,인천,M,100,2,3719
UI/UX 디자이너,경력,경기,L,100,2,7913
데이터 엔지니어,신입,서울,S,100,5,5038
데이터 엔지니어,경력,울산,L,50,4,9639
데이터 분석가,경력,경기,M,0,5,6972
고객상담 CS,경력,서울,L,50,3,3913
경리 회계,경력,경기,L,0,1,5481
영업 지원,경력,부산,S,100,2,2461
데이터 엔지니어,신입,경기,M,0,4,7023
백엔드 개발자,경력,서울,M,0,3,8111
백엔드 개발자,경력,서울,L,50,2,11095
퍼포먼스 마케터,경력,서울,M,50,3,5878
UI/UX 디자이너,경력,경기,L,50,2,9571
백엔드 개발자,경력,경기,L,0,2,7134
백엔드 개발자,신입,서울,S,0,3,3460
영업 지원,경력,서울,S,50,2,4643
데이터 분석가,신입,서울,S,0,4,3958
데이터 분석가,경력,서울,M,0,3,8333
데이터 분석가,경력,서울,S,50,4,8076
데이터 엔지니어,신입,서울,M,50,4,6536
데이터 분석가,신입,서울,S,0,5,5124
일반사무,경력,서울,S,50,3,3522
프론트엔드 개발자,경력,부산,L,0,2,5825
고객상담 CS,경력,서울,M,0,3,3802
프론트엔드 개발자,경력,대구,M,50,4,6541
인사 총무,경력,경기,M,0,2,3505
백엔드 개발자,경력,서울,L,50,5,9121
데이터 분석가,경력,경기,M,50,3,7202
데이터 엔지니어,신입,대전,M,50,2,6189
백엔드 개발자,경력,인천,L,0,2,8443
인사 총무,신입,경기,L,100,1,3280
백엔드 개발자,경력,서울,M,100,3,5429
데이터 분석가,경력,서울,M,0,4,8599
인사 총무,경력,대구,S,0,3,4124
UI/UX 디자이너,경력,경기,L,0,1,6638
인사 총무,신입,경기,S,100,1,2000
퍼포먼스 마케터,경력,인천,L,0,3,5664
고객상담 CS,경력,부산,L,0,1,2308
UI/UX 디자이너,경력,경기,M,0,2,6184
인사 총무,경력,경기,L,100,1,4604
데이터 엔지니어,신입,부산,M,0,4,5316
백엔드 개발자,경력,인천,L,50,2,6852
데이터 엔지니어,경력,경기,M,50,5,9925
백엔드 개발자,신입,경기,M,0,5,4013
경리 회계,경력,인천,S,0,1,2907
퍼포먼스 마케터,신입,경기,S,100,3,2576
프론트엔드 개발자,신입,인천,S,50,3,4303
UI/UX 디자이너,경력,경기,L,100,1,5347
데이터 분석가,신입,인천,M,100,4,5544
퍼포먼스 마케터,신입,서울,M,100,3,3560
데이터 분석가,신입,부산,M,50,2,5948
고객상담 CS,경력,경기,M,50,3,2701
인사 총무,경력,광주,S,100,2,3632
프론트엔드 개발자,경력,서울,S,0,3,7493
백엔드 개발자,신입,대구,L,50,2,4460
데이터 분석가,경력,서울,M,0,5,7279
데이터 분석가,신입,경기,S,0,5,5671
데이터 분석가,신입,서울,S,0,2,3689
백엔드 개발자,경력,서울,S,0,5,6614
UI/UX 디자이너,경력,대구,S,0,1,5873
데이터 분석가,경력,대전,M,50,5,8345
데이터 엔지니어,경력,서울,L,100,2,9433
영업 지원,신입,경기,M,0,2,2985
백엔드 개발자,경력,광주,S,100,2,5930
프론트엔드 개발자,경력,경기,S,0,4,3587
영업 지원,경력,서울,L,100,3,5745
UI/UX 디자이너,경력,서울,S,50,1,6246
퍼포먼스 마케터,경력,경기,M,50,1,5358
일반사무,경력,서울,L,0,1,4434
데이터 분석가,경력,서울,M,0,4,7630
일반사무,경력,인천,L,50,1,4010
인사 총무,경력,서울,M,50,3,5033
고객상담 CS,경력,경기,L,0,1,3999
프론트엔드 개발자,신입,서울,L,100,4,5884
백엔드 개발자,경력,서울,M,100,4,6555
퍼포먼스 마케터,경력,서울,S,0,3,4126
데이터 엔지니어,경력,인천,M,0,5,7585
고객상담 CS,신입,경기,S,50,2,2032
데이터 엔지니어,경력,경기,S,100,5,8260
데이터 엔지니어,신입,경기,M,0,5,4190
데이터 분석가,신입,서울,M,50,3,3822
데이터 분석가,신입,서울,M,50,3,6065
영업 지원,경력,서울,M,50,3,3712
인사 총무,경력,서울,L,50,2,4517
백엔드 개발자,경력,서울,S,50,5,4441
백엔드 개발자,경력,서울,M,0,3,7155
데이터 분석가,경력,경기,M,0,3,8825
인사 총무,경력,서울,S,0,2,2793
UI/UX 디자이너,경력,서울,L,0,2,9190
영업 지원,경력,서울,M,0,2,3871
데이터 엔지니어,경력,서울,M,50,3,11346
퍼포먼스 마케터,경력,경기,S,0,2,4332
데이터 분석가,경력,경기,S,0,4,7607
프론트엔드 개발자,경력,서울,S,0,5,5842
프론트엔드 개발자,경력,서울,M,0,5,7518
프론트엔드 개발자,경력,경기,S,50,4,5802
데이터 분석가,경력,경기,M,50,4,9039
데이터 분석가,경력,서울,S,50,2,7272
데이터 엔지니어,신입,서울,M,0,3,3378
퍼포먼스 마케터,경력,서울,S,50,1,5725
퍼포먼스 마케터,경력,인천,M,50,1,5244
영업 지원,신입,경기,L,100,2,4340
프론트엔드 개발자,신입,경기,M,0,5,2797
고객상담 CS,경력,서울,M,50,3,3347
데이터 엔지니어,신입,경기,L,0,5,7533
데이터 엔지니어,경력,서울,M,0,5,8278
퍼포먼스 마케터,신입,부산,S,50,3,2000
데이터 엔지니어,경력,경기,S,0,3,5321
퍼포먼스 마케터,신입,경기,M,0,3,4695
영업 지원,경력,경기,M,0,3,3505
프론트엔드 개발자,경력,인천,S,0,5,5129
프론트엔드 개발자,경력,부산,M,50,2,6908
퍼포먼스 마케터,경력,인천,L,50,3,4803
경리 회계,경력,서울,S,50,3,3775
경리 회계,경력,광주,M,50,1,2979
고객상담 CS,신입,서울,M,50,2,2449
영업 지원,경력,서울,S,50,3,3826
백엔드 개발자,경력,서울,S,100,5,6493
데이터 분석가,경력,서울,M,0,4,6205
인사 총무,경력,경기,S,0,2,2877
UI/UX 디자이너,경력,서울,M,100,1,8163
일반사무,경력,대구,L,0,3,3497
프론트엔드 개발자,경력,경기,L,50,5,7566
프론트엔드 개발자,신입,서울,S,100,4,6754
프론트엔드 개발자,경력,경기,L,50,2,7702
데이터 분석가,신입,서울,S,0,2,2504
백엔드 개발자,경력,대구,M,50,3,7807
프론트엔드 개발자,경력,경기,S,50,5,4975
프론트엔드 개발자,경력,서울,M,50,3,6665
데이터 분석가,경력,경기,M,50,4,7820
일반사무,신입,경기,M,50,3,2274
백엔드 개발자,경력,대전,S,50,5,6543
데이터 분석가,경력,부산,M,0,2,7588
데이터 엔지니어,경력,경기,M,0,4,9891
데이터 분석가,경력,서울,M,50,4,7058
경리 회계,경력,부산,M,0,3,2149
경리 회계,신입,경기,M,0,1,2464
일반사무,신입,서울,M,0,1,2000
프론트엔드 개발자,신입,경기,M,0,2,4319
데이터 분석가,신입,서울,S,0,3,4893
백엔드 개발자,경력,경기,S,100,2,6383
데이터 엔지니어,경력,광주,S,100,2,6294
프론트엔드 개발자,신입,서울,M,50,5,5201
프론트엔드 개발자,경력,경기,L,50,2,6569
경리 회계,신입,경기,M,0,1,3251
백엔드 개발자,경력,인천,M,50,2,6659
데이터 엔지니어,경력,서울,L,100,4,11570
데이터 분석가,경력,서울,L,0,2,11132
프론트엔드 개발자,경력,대구,M,50,4,4492
백엔드 개발자,경력,서울,S,0,3,6294
데이터 분석가,경력,서울,L,50,4,7844
백엔드 개발자,신입,서울,M,0,4,5111
프론트엔드 개발자,경력,경기,S,50,3,5966
데이터 분석가,신입,서울,M,100,5,4917
영업 지원,경력,서울,M,50,3,3958
프론트엔드 개발자,경력,대전,M,50,5,5361
데이터 분석가,경력,서울,M,50,2,7822
데이터 분석가,경력,서울,S,100,3,7963
인사 총무,신입,경기,M,0,1,3293
일반사무,경력,서울,M,0,2,2418
인사 총무,경력,경기,S,0,3,2392
경리 회계,경력,경기,M,0,3,3223
일반사무,경력,서울,S,0,3,3024
프론트엔드 개발자,신입,부산,L,50,4,3811
퍼포먼스 마케터,신입,대구,L,100,2,2000
퍼포먼스 마케터,신입,인천,M,100,3,2739
프론트엔드 개발자,경력,인천,M,50,5,5947
백엔드 개발자,경력,서울,M,0,5,6118
데이터 엔지니어,경력,서울,M,50,4,7505
영업 지원,경력,경기,M,50,2,4270
데이터 분석가,신입,서울,M,50,3,4959
데이터 분석가,경력,경기,M,100,3,7581
프론트엔드 개발자,경력,대구,S,50,5,5048
백엔드 개발자,신입,서울,S,0,4,5953
데이터 엔지니어,경력,대구,M,100,5,9854
데이터 엔지니어,신입,서울,M,0,4,6633
데이터 분석가,경력,경기,L,0,4,7787
UI/UX 디자이너,경력,서울,M,50,1,8529
백엔드 개발자,경력,서울,S,0,5,6314
데이터 엔지니어,경력,부산,M,50,3,7710
일반사무,신입,경기,M,50,1,2353
데이터 엔지니어,경력,서울,M,100,2,9237
데이터 엔지니어,신입,서울,S,0,5,5236
고객상담 CS,신입,서울,M,50,1,2112
UI/UX 디자이너,경력,서울,M,50,1,5726
백엔드 개발자,신입,서울,M,0,5,3966
프론트엔드 개발자,경력,경기,M,100,2,6863
데이터 엔지니어,신입,부산,M,0,5,4863
UI/UX 디자이너,경력,서울,M,100,3,6705
데이터 분석가,신입,서울,M,50,2,5325
데이터 엔지니어,신입,경기,M,0,3,6044
데이터 분석가,경력,서울,M,0,2,6725
프론트엔드 개발자,경력,서울,M,100,4,6776
UI/UX 디자이너,경력,경기,M,50,1,4634
인사 총무,경력,서울,M,0,3,3805
데이터 엔지니어,경력,경기,S,0,4,6666
UI/UX 디자이너,경력,서울,M,0,1,7939
백엔드 개발자,신입,서울,L,50,4,6054
UI/UX 디자이너,신입,경기,M,50,3,3518
백엔드 개발자,경력,서울,M,50,2,7360
고객상담 CS,경력,서울,M,50,2,3952
데이터 엔지니어,경력,서울,M,50,4,10710
퍼포먼스 마케터,경력,서울,M,0,3,6508
퍼포먼스 마케터,신입,부산,M,50,1,2427
경리 회계,경력,대전,M,100,3,3541
퍼포먼스 마케터,경력,경기,M,0,3,5863
프론트엔드 개발자,신입,경기,M,100,5,3766
퍼포먼스 마케터,경력,서울,M,50,3,4405
프론트엔드 개발자,경력,대전,M,50,5,5327
데이터 엔지니어,경력,경기,M,100,3,8699
고객상담 CS,경력,경기,S,0,3,2221
데이터 엔지니어,경력,부산,L,0,5,7557
일반사무,신입,서울,M,100,3,2110
퍼포먼스 마케터,경력,서울,M,0,3,4872
프론트엔드 개발자,경력,서울,S,0,3,6102
경리 회계,경력,서울,M,50,1,4740
경리 회계,경력,서울,S,100,1,4338
프론트엔드 개발자,경력,경기,S,50,5,7288
프론트엔드 개발자,경력,서울,S,100,4,6201
UI/UX 디자이너,경력,서울,M,0,1,7216
UI/UX 디자이너,경력,경기,S,0,1,6289
데이터 분석가,신입,부산,L,0,5,5209
퍼포먼스 마케터,경력,대구,M,0,1,5216
일반사무,경력,서울,M,0,3,3407
백엔드 개발자,신입,인천,M,50,3,5126
백엔드 개발자,경력,서울,M,0,5,5648
영업 지원,신입,서울,L,100,1,4210
인사 총무,경력,서울,M,50,3,4034
경리 회계,경력,서울,M,0,2,4346
데이터 엔지니어,경력,서울,M,50,2,6542
백엔드 개발자,경력,부산,S,100,5,6905
데이터 분석가,신입,인천,M,50,2,4781
데이터 분석가,경력,부산,S,100,2,6539
데이터 분석가,경력,서울,S,0,3,6480
일반사무,신입,서울,M,100,2,3218
데이터 분석가,경력,서울,S,50,2,7203
퍼포먼스 마케터,신입,경기,S,0,1,4116
고객상담 CS,신입,서울,L,50,3,2000
백엔드 개발자,경력,인천,S,50,2,7131
퍼포먼스 마케터,신입,인천,M,0,1,4468
인사 총무,경력,경기,M,50,1,4236
데이터 분석가,경력,서울,L,50,3,11178
데이터 분석가,경력,서울,M,50,5,6380
데이터 분석가,신입,서울,S,50,5,4176
일반사무,경력,서울,M,0,3,4054
백엔드 개발자,경력,경기,S,0,5,3855
UI/UX 디자이너,신입,서울,S,100,1,3425
데이터 엔지니어,경력,광주,L,0,5,10685
고객상담 CS,경력,대전,M,100,3,2920
퍼포먼스 마케터,경력,경기,L,50,3,6846
고객상담 CS,신입,서울,S,0,2,2000
UI/UX 디자이너,경력,서울,S,50,3,5759
고객상담 CS,신입,인천,M,50,1,2411
일반사무,경력,서울,M,0,2,3812
퍼포먼스 마케터,경력,서울,S,0,2,6330
데이터 분석가,경력,서울,S,50,5,6808
데이터 분석가,경력,경기,S,50,2,8086
데이터 분석가,경력,경기,M,0,4,7256
데이터 분석가,신입,서울,L,100,3,5238
데이터 분석가,경력,서울,L,50,4,8803
경리 회계,경력,서울,M,50,3,5132
퍼포먼스 마케터,경력,서울,S,0,1,6054
백엔드 개발자,경력,서울,S,50,2,6713
프론트엔드 개발자,경력,경기,M,0,4,7146
인사 총무,경력,서울,M,0,1,4486
영업 지원,경력,경기,S,50,3,4552
데이터 분석가,경력,서울,M,50,4,6732
영업 지원,경력,경기,S,100,3,3302
인사 총무,경력,서울,L,100,2,5774
퍼포먼스 마케터,경력,경기,M,0,2,4190
퍼포먼스 마케터,경력,대구,S,0,1,5043
UI/UX 디자이너,경력,서울,M,100,2,4980
데이터 엔지니어,경력,서울,M,0,2,6599
UI/UX 디자이너,경력,서울,S,50,3,7100
데이터 분석가,경력,서울,M,0,2,7481
데이터 분석가,신입,경기,M,0,3,5490
프론트엔드 개발자,신입,경기,S,50,3,4085
일반사무,경력,경기,M,50,1,3674
일반사무,경력,서울,S,0,2,2947
데이터 엔지니어,경력,서울,S,50,4,6581
UI/UX 디자이너,경력,경기,S,100,1,4992
UI/UX 디자이너,신입,서울,M,100,1,4872
프론트엔드 개발자,신입,경기,L,50,5,5998
백엔드 개발자,신입,경기,S,100,5,4994
퍼포먼스 마케터,신입,서울,M,0,2,2647
고객상담 CS,경력,서울,S,0,2,2910
고객상담 CS,경력,서울,M,50,3,2523
인사 총무,경력,울산,M,0,1,3145
고객상담 CS,경력,부산,S,100,1,2312
데이터 엔지니어,경력,서울,M,0,2,10300
영업 지원,경력,경기,L,50,1,5308
데이터 분석가,경력,서울,L,0,2,9669
일반사무,경력,서울,M,100,2,2826
데이터 엔지니어,신입,서울,S,100,2,5577
고객상담 CS,경력,서울,S,0,2,2107
영업 지원,신입,서울,M,0,1,2413
데이터 분석가,경력,서울,S,50,5,6734
프론트엔드 개발자,경력,서울,M,100,3,6318
인사 총무,신입,경기,M,0,2,2858
데이터 엔지니어,신입,경기,L,0,2,5515
백엔드 개발자,신입,서울,M,50,3,3157
데이터 엔지니어,신입,서울,L,0,4,6535
데이터 분석가,경력,경기,M,50,3,5612
데이터 분석가,경력,경기,L,0,2,7763
경리 회계,신입,서울,S,0,3,2093
UI/UX 디자이너,경력,대전,M,0,3,5295
백엔드 개발자,경력,광주,S,50,4,5911
데이터 분석가,경력,광주,M,50,5,7084
데이터 분석가,신입,서울,S,100,2,4641
데이터 분석가,경력,서울,M,0,3,9449
프론트엔드 개발자,신입,경기,S,50,5,4821
데이터 분석가,신입,서울,S,50,4,4560
데이터 분석가,경력,대구,S,50,5,6784
데이터 분석가,신입,경기,M,50,3,3184
퍼포먼스 마케터,경력,경기,M,0,2,4910
데이터 엔지니어,경력,서울,L,50,4,8223
경리 회계,경력,서울,M,0,1,4171
데이터 분석가,경력,서울,L,50,2,10297
고객상담 CS,경력,서울,L,50,1,3493
데이터 엔지니어,신입,서울,M,50,2,5061
영업 지원,경력,서울,M,0,3,4214
인사 총무,경력,서울,M,0,2,4880
영업 지원,경력,서울,M,0,3,3879
영업 지원,신입,서울,L,50,3,3170
데이터 분석가,경력,인천,S,0,5,6085
데이터 엔지니어,신입,인천,S,0,4,3566
UI/UX 디자이너,경력,서울,S,100,1,3354
인사 총무,경력,서울,M,50,3,3908
백엔드 개발자,신입,대구,S,50,5,3660
고객상담 CS,신입,서울,L,0,2,2293
백엔드 개발자,경력,서울,M,50,3,7287
데이터 엔지니어,경력,서울,L,50,4,11990
데이터 분석가,경력,인천,M,0,3,7712
영업 지원,신입,서울,M,100,2,2706
고객상담 CS,경력,서울,L,100,2,4604
데이터 엔지니어,경력,서울,L,50,3,11581
퍼포먼스 마케터,경력,서울,S,50,3,6611
프론트엔드 개발자,경력,경기,M,100,2,5272
경리 회계,경력,서울,S,0,2,4583
경리 회계,경력,경기,M,0,2,5536
인사 총무,신입,경기,M,100,3,2953
데이터 분석가,경력,서울,M,0,2,9121
백엔드 개발자,경력,울산,M,0,3,7825
고객상담 CS,경력,서울,M,50,2,3004
UI/UX 디자이너,경력,서울,S,0,2,4120
경리 회계,경력,경기,M,0,2,3561
데이터 분석가,경력,경기,L,0,4,8553
일반사무,경력,대전,S,50,2,2892
데이터 엔지니어,경력,경기,M,0,2,7095
프론트엔드 개발자,경력,경기,L,50,3,4767
경리 회계,경력,대전,M,50,2,3875
UI/UX 디자이너,경력,경기,S,0,2,5467
데이터 분석가,경력,경기,S,0,2,6001
데이터 분석가,경력,경기,M,0,5,7703
백엔드 개발자,경력,광주,M,0,3,5911
데이터 엔지니어,신입,경기,M,0,3,7896
데이터 엔지니어,경력,서울,S,100,4,8418
UI/UX 디자이너,경력,서울,S,0,3,4408
UI/UX 디자이너,경력,서울,M,50,2,6217
UI/UX 디자이너,신입,경기,S,100,3,3389
고객상담 CS,신입,서울,S,100,2,2144
데이터 엔지니어,경력,대전,L,0,5,8794
고객상담 CS,경력,서울,S,0,3,3376
인사 총무,신입,서울,M,50,2,2785
프론트엔드 개발자,신입,경기,L,0,2,3580
영업 지원,경력,경기,S,0,3,4597
일반사무,경력,서울,M,50,2,3373
프론트엔드 개발자,경력,경기,S,50,5,6949
영업 지원,신입,서울,M,0,3,2832
데이터 분석가,신입,경기,L,0,3,5706
UI/UX 디자이너,경력,서울,M,0,3,6704
일반사무,경력,인천,M,0,3,3869
UI/UX 디자이너,경력,경기,M,0,1,6646
일반사무,경력,경기,M,50,2,3034
백엔드 개발자,신입,대전,S,0,4,3874
퍼포먼스 마케터,경력,서울,S,0,2,4480
고객상담 CS,경력,경기,M,50,2,4050
고객상담 CS,경력,서울,S,50,2,3133
백엔드 개발자,경력,서울,L,0,5,8473
데이터 분석가,경력,경기,M,0,3,9053
데이터 분석가,신입,서울,M,0,5,6744
백엔드 개발자,경력,부산,S,50,3,5852
프론트엔드 개발자,경력,서울,S,0,3,4652
인사 총무,경력,서울,M,0,3,4043
인사 총무,경력,서울,M,50,2,3326
백엔드 개발자,경력,경기,L,0,3,7848
UI/UX 디자이너,신입,경기,S,50,3,3432
데이터 분석가,경력,부산,L,100,2,9670
데이터 엔지니어,신입,서울,L,50,4,7965
UI/UX 디자이너,경력,경기,M,100,3,5555
퍼포먼스 마케터,경력,경기,M,100,3,6091
데이터 엔지니어,신입,서울,L,100,5,7794
백엔드 개발자,경력,서울,M,100,2,8817
인사 총무,신입,서울,M,0,1,3441
백엔드 개발자,신입,서울,S,100,2,4066
UI/UX 디자이너,신입,경기,M,0,1,2000
데이터 분석가,신입,경기,S,0,5,4246
인사 총무,경력,서울,M,0,3,4050
UI/UX 디자이너,경력,경기,S,0,1,5591
퍼포먼스 마케터,경력,인천,L,100,3,5105
일반사무,신입,경기,L,50,1,2659
데이터 엔지니어,경력,서울,M,0,5,10115
일반사무,경력,서울,M,50,2,3645
경리 회계,경력,경기,M,0,1,3516
퍼포먼스 마케터,경력,대전,S,0,1,5114
UI/UX 디자이너,경력,서울,S,0,3,7080
백엔드 개발자,신입,서울,S,100,5,4169
일반사무,경력,경기,S,0,1,2382
경리 회계,경력,서울,M,50,2,3935
백엔드 개발자,신입,서울,M,0,3,6356
프론트엔드 개발자,경력,서울,S,50,4,5869
UI/UX 디자이너,신입,대전,S,50,1,5900
데이터 엔지니어,경력,서울,M,50,5,8156
경리 회계,경력,서울,M,0,2,3665
경리 회계,경력,대구,M,50,3,3484
백엔드 개발자,경력,경기,M,0,4,7558
데이터 엔지니어,경력,대전,M,0,3,6481
퍼포먼스 마케터,경력,서울,M,50,1,4276
데이터 분석가,신입,서울,S,0,3,6511
데이터 엔지니어,경력,경기,M,0,4,9838
인사 총무,경력,서울,L,0,3,4330
데이터 엔지니어,경력,서울,M,50,2,8580
데이터 엔지니어,경력,서울,M,50,5,7948
데이터 엔지니어,경력,경기,S,50,5,8502
데이터 엔지니어,경력,서울,L,0,5,8992
데이터 엔지니어,경력,경기,S,100,4,8699
퍼포먼스 마케터,신입,서울,S,100,1,3455
데이터 엔지니어,경력,부산,S,50,4,6672
