work_year,experience_level,job_title,salary_in_usd,employment_type,company_location
2023,MI,Product Designer,85275,FT,US
2024,MI,Data Engineer,101641,FT,US
2025,SE,HR Analyst,97297,FT,US
2023,SE,Data Analyst,89733,FT,US
2025,EN,Analytics Engineer,73222,FT,US
2024,EN,Sales Analyst,46993,FT,US
2024,MI,ETL Developer,82541,FT,US
2024,MI,Administrative Assistant,46380,FT,US
2024,MI,Software Engineer,101118,FT,US
2025,SE,BI Analyst,130891,FT,US
2024,EN,Marketing Analyst,40682,FT,US
2025,MI,BI Analyst,83528,FT,US
2023,MI,Data Engineer,119729,FT,US
2023,MI,BI Analyst,81100,FT,US
2023,EN,Sales Analyst,38671,FT,US
2024,MI,Analytics Engineer,102367,FT,US
2024,SE,BI Analyst,110414,FT,US
2023,SE,Backend Developer,165865,FT,US
2023,SE,Administrative Assistant,77469,FT,US
2024,MI,Analytics Engineer,76009,FT,US
2025,MI,UI/UX Designer,95400,FT,US
2023,SE,Data Engineer,124497,FT,US
2023,EN,Full-Stack Developer,65979,FT,US
2025,SE,Business Analyst,103476,FT,US
2025,SE,HR Analyst,87426,FT,US
2025,SE,Administrative Assistant,73272,FT,US
2023,MI,HR Analyst,67230,FT,US
2024,MI,Full-Stack Developer,113444,FT,US
2023,EN,Software Engineer,88179,FT,US
2023,MI,Software Engineer,110254,FT,US
2023,SE,Backend Developer,118796,FT,US
2023,MI,Product Designer,105919,FT,US
2024,SE,HR Analyst,90410,FT,US
2023,SE,ETL Developer,113247,FT,US
2024,EN,ETL Developer,57550,FT,US
2024,MI,Analytics Engineer,77303,FT,US
2023,EN,Data Engineer,67234,FT,US
2025,MI,Sales Analyst,71350,FT,US
2025,SE,Financial Analyst,89905,FT,US
2025,MI,Data Analyst,82148,FT,US
2025,MI,Analytics Engineer,87311,FT,US
2025,SE,Full-Stack Developer,146640,FT,US
2023,EN,Financial Analyst,45666,FT,US
2023,EN,Product Designer,59495,FT,US
2023,EN,Analytics Engineer,76867,FT,US
2025,EX,BI Analyst,171439,FT,US
2023,EN,Marketing Analyst,43997,FT,US
2025,SE,Marketing Analyst,86712,FT,US
2025,EN,Administrative Assistant,35239,FT,US
2025,EN,HR Analyst,49158,FT,US
2025,EN,Full-Stack Developer,70953,FT,US
2024,EN,Data Analyst,47841,FT,US
2024,SE,Administrative Assistant,81524,FT,US
2025,SE,Marketing Analyst,78599,FT,US
2023,MI,Full-Stack Developer,106762,FT,US
2025,SE,Backend Developer,145333,FT,US
2024,SE,Data Engineer,167549,FT,US
2025,EN,Full-Stack Developer,64573,FT,US
2024,EN,Data Analyst,47891,FT,US
2025,SE,Analytics Engineer,133974,FT,US
2024,MI,Business Analyst,82590,FT,US
2025,MI,Business Analyst,84135,FT,US
2025,MI,HR Analyst,68228,FT,US
2023,SE,Business Analyst,101961,FT,US
2023,SE,Full-Stack Developer,131390,FT,US
2024,EX,Full-Stack Developer,221635,FT,US
2025,EX,Product Designer,157117,FT,US
2025,EN,Frontend Developer,77731,FT,US
2024,MI,Data Engineer,110085,FT,US
2024,MI,Sales Analyst,67630,FT,US
2025,EN,Data Analyst,59067,FT,US
2024,EN,Frontend Developer,73579,FT,US
2024,EN,Analytics Engineer,66989,FT,US
2025,SE,Product Designer,112498,FT,US
2025,SE,Marketing Analyst,94877,FT,US
2024,EN,Data Engineer,69830,FT,US
2023,SE,Business Analyst,94237,FT,US
2023,SE,Product Designer,150039,FT,US
2023,EN,Analytics Engineer,56699,FT,US
2024,MI,HR Analyst,66806,FT,US
2024,EN,Administrative Assistant,34193,FT,US
2023,SE,HR Analyst,86189,FT,US
2023,SE,Backend Developer,127277,FT,US
2025,EX,Analytics Engineer,211246,FT,US
2024,MI,Frontend Developer,86811,FT,US
2023,SE,Marketing Analyst,84785,FT,US
2025,SE,Data Analyst,123035,FT,US
2025,MI,Financial Analyst,70325,FT,US
2025,SE,ETL Developer,140397,FT,US
2024,SE,Business Analyst,107913,FT,US
2024,EN,UI/UX Designer,56792,FT,US
2024,SE,Analytics Engineer,113111,FT,US
2023,EN,Marketing Analyst,40605,FT,US
2024,SE,Full-Stack Developer,145936,FT,US
2025,EN,Full-Stack Developer,73431,FT,US
2023,MI,HR Analyst,66166,FT,US
2024,MI,Analytics Engineer,88958,FT,US
2024,MI,Data Analyst,64821,FT,US
2023,EN,Backend Developer,73131,FT,US
2024,SE,Data Engineer,162033,FT,US
2024,MI,Frontend Developer,101458,FT,US
2023,SE,Backend Developer,145825,FT,US
2025,EX,UI/UX Designer,171808,FT,US
2024,SE,Business Analyst,133173,FT,US
2024,MI,Data Engineer,129752,FT,US
2023,MI,Software Engineer,109223,FT,US
2024,EN,Analytics Engineer,58354,FT,US
2023,MI,Software Engineer,97470,FT,US
2023,EN,Full-Stack Developer,58259,FT,US
2025,SE,Financial Analyst,127632,FT,US
2024,SE,Administrative Assistant,67095,FT,US
2023,MI,Product Designer,83454,FT,US
2025,MI,Business Analyst,86612,FT,US
2023,MI,UI/UX Designer,68459,FT,US
2024,SE,Frontend Developer,115767,FT,US
2024,SE,Data Analyst,100383,FT,US
2023,SE,Product Designer,110981,FT,US
2025,MI,Full-Stack Developer,84228,FT,US
2024,MI,Data Engineer,101114,FT,US
2025,MI,Financial Analyst,70606,FT,US
2023,MI,Full-Stack Developer,83568,FT,US
2024,SE,Sales Analyst,108198,FT,US
2025,MI,Administrative Assistant,57897,FT,US
2025,MI,Data Analyst,81654,FT,US
2023,SE,ETL Developer,127843,FT,US
2024,SE,Administrative Assistant,59600,FT,US
2023,SE,Business Analyst,103102,FT,US
2023,MI,Software Engineer,105798,FT,US
2024,EN,Administrative Assistant,37374,FT,US
2023,EN,Product Designer,62694,FT,US
2024,MI,Software Engineer,101412,FT,US
2024,MI,Administrative Assistant,43636,FT,US
2023,MI,Sales Analyst,59514,FT,US
2024,MI,Frontend Developer,103900,FT,US
2023,SE,Analytics Engineer,143799,FT,US
2025,EN,Backend Developer,71490,FT,US
2025,SE,Software Engineer,155260,FT,US
2024,EN,Data Analyst,61148,FT,US
2023,MI,Frontend Developer,104637,FT,US
2025,SE,ETL Developer,128894,FT,US
2023,SE,Frontend Developer,112585,FT,US
2025,MI,HR Analyst,69601,FT,US
2025,EN,HR Analyst,41691,FT,US
2024,EX,Data Analyst,139229,FT,US
2025,SE,Product Designer,134516,FT,US
2024,SE,BI Analyst,117437,FT,US
2025,SE,Product Designer,145956,FT,US
2025,MI,Data Analyst,70084,FT,US
2023,EN,ETL Developer,65080,FT,US
2023,SE,Full-Stack Developer,119849,FT,US
2024,MI,Full-Stack Developer,93718,FT,US
2023,MI,Product Designer,91864,FT,US
2025,SE,Data Analyst,118152,FT,US
2023,EN,Marketing Analyst,46986,FT,US
2023,MI,Marketing Analyst,80278,FT,US
2023,MI,Sales Analyst,68172,FT,US
2024,MI,Data Analyst,83771,FT,US
2024,MI,Data Analyst,69808,FT,US
2023,SE,Data Analyst,119150,FT,US
2025,EN,Full-Stack Developer,59160,FT,US
2025,EN,Financial Analyst,60867,FT,US
2024,SE,HR Analyst,107711,FT,US
2024,SE,BI Analyst,125058,FT,US
2025,MI,HR Analyst,58745,FT,US
2023,EN,Analytics Engineer,65333,FT,US
2023,EN,Marketing Analyst,55404,FT,US
2025,MI,HR Analyst,74747,FT,US
2023,MI,BI Analyst,90147,FT,US
2024,MI,Business Analyst,71629,FT,US
2023,EN,Backend Developer,75636,FT,US
2023,MI,UI/UX Designer,74413,FT,US
2024,MI,Frontend Developer,106802,FT,US
2025,MI,Backend Developer,98682,FT,US
2023,MI,Software Engineer,124618,FT,US
2024,SE,Business Analyst,93813,FT,US
2024,SE,Data Analyst,84350,FT,US
2025,MI,Frontend Developer,103146,FT,US
2023,SE,Data Analyst,100562,FT,US
2023,EN,HR Analyst,46128,FT,US
2025,MI,Full-Stack Developer,109227,FT,US
2025,EN,Data Analyst,46032,FT,US
2024,SE,UI/UX Designer,137790,FT,US
2025,EX,Data Analyst,132564,FT,US
2024,MI,UI/UX Designer,73985,FT,US
2025,SE,Data Analyst,119306,FT,US
2023,SE,ETL Developer,145196,FT,US
2023,MI,Marketing Analyst,64283,FT,US
2023,MI,Business Analyst,65250,FT,US
2025,EN,ETL Developer,73742,FT,US
2023,SE,Full-Stack Developer,143688,FT,US
2024,SE,Backend Developer,147789,FT,US
2023,EN,Software Engineer,74108,FT,US
2024,MI,Marketing Analyst,57146,FT,US
2025,EX,BI Analyst,174978,FT,US
2025,MI,Marketing Analyst,73452,FT,US
2024,MI,Financial Analyst,72779,FT,US
2025,EN,UI/UX Designer,64001,FT,US
2024,MI,Frontend Developer,102046,FT,US
2023,SE,Administrative Assistant,77067,FT,US
2023,SE,Software Engineer,164434,FT,US
2025,MI,HR Analyst,52997,FT,US
2024,MI,UI/UX Designer,78764,FT,US
2023,SE,ETL Developer,142923,FT,US
2025,SE,Analytics Engineer,115689,FT,US
2024,EX,BI Analyst,195903,FT,US
2023,SE,Financial Analyst,129497,FT,US
2025,EN,Data Analyst,61688,FT,US
2023,MI,Frontend Developer,94332,FT,US
2024,MI,Marketing Analyst,60743,FT,US
2023,SE,Sales Analyst,78915,FT,US
2023,MI,Backend Developer,123311,FT,US
2023,MI,Administrative Assistant,53790,FT,US
2025,EX,Full-Stack Developer,220063,FT,US
2025,SE,BI Analyst,128382,FT,US
2025,EN,Analytics Engineer,65955,FT,US
2024,EN,HR Analyst,43074,FT,US
2025,EN,Financial Analyst,64518,FT,US
2023,SE,Business Analyst,108680,FT,US
2023,EN,Data Analyst,57713,FT,US
2025,EN,Data Engineer,64560,FT,US
2024,SE,Product Designer,130983,FT,US
2024,EX,Frontend Developer,181272,FT,US
2024,SE,ETL Developer,129218,FT,US
2023,EN,Sales Analyst,49575,FT,US
2023,MI,HR Analyst,53207,FT,US
2023,SE,Data Engineer,131123,FT,US
2023,EN,Frontend Developer,64514,FT,US
2023,SE,Financial Analyst,98805,FT,US
2023,MI,Business Analyst,64465,FT,US
2023,SE,Administrative Assistant,74463,FT,US
2023,SE,Full-Stack Developer,140217,FT,US
2025,MI,Data Analyst,87712,FT,US
2025,MI,Financial Analyst,87463,FT,US
2023,MI,Full-Stack Developer,98220,FT,US
2024,EN,Software Engineer,90698,FT,US
2023,SE,BI Analyst,92960,FT,US
2023,MI,Data Analyst,79567,FT,US
2023,EN,Backend Developer,83961,FT,US
2025,EN,Software Engineer,69896,FT,US
2023,EX,UI/UX Designer,157434,FT,US
2024,EX,UI/UX Designer,152837,FT,US
2025,SE,Software Engineer,137936,FT,US
2023,MI,Product Designer,91307,FT,US
2025,MI,UI/UX Designer,89228,FT,US
2023,MI,Administrative Assistant,47088,FT,US
2023,MI,Data Engineer,120013,FT,US
2023,SE,Backend Developer,173112,FT,US
2024,MI,Software Engineer,92182,FT,US
2025,EN,Frontend Developer,67250,FT,US
2023,EN,Data Analyst,61022,FT,US
2023,MI,BI Analyst,73359,FT,US
2023,EN,Backend Developer,78798,FT,US
2023,EN,ETL Developer,73402,FT,US
2025,SE,Financial Analyst,121878,FT,US
2025,EN,Administrative Assistant,35993,FT,US
2025,SE,Full-Stack Developer,161386,FT,US
2023,EN,ETL Developer,64885,FT,US
2024,MI,Business Analyst,69853,FT,US
2025,MI,Frontend Developer,76321,FT,US
2024,SE,Marketing Analyst,113369,FT,US
2024,MI,Analytics Engineer,100843,FT,US
2024,MI,Frontend Developer,91807,FT,US
2025,EN,Administrative Assistant,35176,FT,US
2025,SE,Full-Stack Developer,123762,FT,US
2023,MI,Analytics Engineer,97706,FT,US
2023,MI,HR Analyst,53955,FT,US
2023,SE,Backend Developer,159116,FT,US
2024,MI,Software Engineer,126936,FT,US
2023,EN,Data Analyst,47651,FT,US
2023,EN,Software Engineer,71134,FT,US
2025,SE,Analytics Engineer,142000,FT,US
2023,MI,Backend Developer,112548,FT,US
2025,SE,HR Analyst,77214,FT,US
2024,MI,Business Analyst,86786,FT,US
2025,MI,Product Designer,105003,FT,US
2023,EN,Analytics Engineer,55725,FT,US
2023,EX,Full-Stack Developer,162988,FT,US
2025,MI,Full-Stack Developer,94373,FT,US
2023,MI,ETL Developer,104445,FT,US
2024,MI,Product Designer,78783,FT,US
2023,SE,Software Engineer,180605,FT,US
2025,EX,Data Engineer,181567,FT,US
2025,EN,Analytics Engineer,76974,FT,US
2024,SE,ETL Developer,142711,FT,US
2023,EN,Administrative Assistant,40304,FT,US
2023,MI,Marketing Analyst,72752,FT,US
2024,EX,UI/UX Designer,179319,FT,US
2023,SE,Backend Developer,147955,FT,US
2024,SE,Product Designer,142064,FT,US
2023,SE,Full-Stack Developer,123219,FT,US
2024,SE,Backend Developer,130519,FT,US
2024,SE,Full-Stack Developer,137382,FT,US
2024,SE,Sales Analyst,101093,FT,US
2024,MI,Software Engineer,112633,FT,US
2025,MI,Data Engineer,99420,FT,US
2023,MI,Financial Analyst,93320,FT,US
2025,SE,ETL Developer,105454,FT,US
2023,SE,Data Engineer,150807,FT,US
2025,EN,Frontend Developer,71210,FT,US
2024,MI,Sales Analyst,71202,FT,US
2025,SE,Software Engineer,153868,FT,US
2024,MI,Financial Analyst,69578,FT,US
2025,SE,Data Engineer,137222,FT,US
2025,EN,Business Analyst,58484,FT,US
2023,SE,Financial Analyst,125554,FT,US
2024,SE,BI Analyst,104194,FT,US
2023,MI,Financial Analyst,64046,FT,US
2023,EN,Analytics Engineer,72993,FT,US
2025,MI,Analytics Engineer,93921,FT,US
2025,SE,Software Engineer,170866,FT,US
2024,EN,Business Analyst,59198,FT,US
2024,MI,Marketing Analyst,63199,FT,US
2023,EN,Analytics Engineer,78886,FT,US
2023,MI,Data Engineer,102668,FT,US
2024,EN,Data Engineer,83635,FT,US
2025,EN,HR Analyst,47493,FT,US
2025,MI,Financial Analyst,77564,FT,US
2023,SE,Product Designer,141103,FT,US
2025,MI,ETL Developer,91097,FT,US
2024,EN,Business Analyst,64607,FT,US
2024,MI,Full-Stack Developer,103434,FT,US
2024,MI,Administrative Assistant,58268,FT,US
2024,EN,Data Analyst,58954,FT,US
2024,EX,Sales Analyst,158338,FT,US
2024,SE,Frontend Developer,147385,FT,US
2024,SE,ETL Developer,101710,FT,US
2025,MI,Frontend Developer,103781,FT,US
2025,MI,ETL Developer,100580,FT,US
2025,EX,Administrative Assistant,81153,FT,US
2025,MI,Full-Stack Developer,113555,FT,US
2023,SE,Data Engineer,160688,FT,US
2025,SE,UI/UX Designer,101556,FT,US
2025,MI,Frontend Developer,102256,FT,US
2023,SE,Financial Analyst,105508,FT,US
2024,MI,Financial Analyst,92069,FT,US
2025,MI,Business Analyst,93474,FT,US
2023,MI,Analytics Engineer,96300,FT,US
2025,EN,Frontend Developer,78284,FT,US
2025,SE,Backend Developer,140235,FT,US
2024,SE,BI Analyst,136051,FT,US
2025,MI,Product Designer,87448,FT,US
2024,EX,Backend Developer,220025,FT,US
2023,EN,Sales Analyst,50634,FT,US
2025,EX,Business Analyst,140673,FT,US
2025,EN,Analytics Engineer,57268,FT,US
2025,MI,Financial Analyst,67057,FT,US
2024,SE,Product Designer,129838,FT,US
2024,MI,Business Analyst,74720,FT,US
2023,MI,Product Designer,101484,FT,US
2025,EN,ETL Developer,55220,FT,US
2023,SE,Data Analyst,99844,FT,US
2023,MI,BI Analyst,96656,FT,US
2025,SE,Data Engineer,173147,FT,US
2023,EN,ETL Developer,64456,FT,US
2024,MI,ETL Developer,92261,FT,US
2024,MI,Analytics Engineer,103869,FT,US
2023,EN,Data Engineer,89252,FT,US
2025,MI,Backend Developer,124968,FT,US
2025,EN,Business Analyst,51817,FT,US
2025,EN,UI/UX Designer,48769,FT,US
2024,MI,Product Designer,97902,FT,US
2025,MI,Full-Stack Developer,107373,FT,US
2025,SE,UI/UX Designer,97132,FT,US
2023,MI,Frontend Developer,108674,FT,US
2023,EN,Sales Analyst,44318,FT,US
2025,EN,Software Engineer,86759,FT,US
2023,SE,Financial Analyst,103307,FT,US
2025,EN,Marketing Analyst,55183,FT,US
2024,EN,Marketing Analyst,56559,FT,US
2023,MI,Product Designer,74573,FT,US
2024,EN,HR Analyst,49557,FT,US
2024,EN,Administrative Assistant,40646,FT,US
2024,SE,Full-Stack Developer,137040,FT,US
2023,EN,Frontend Developer,58236,FT,US
2024,SE,Software Engineer,182097,FT,US
2024,EN,Data Engineer,62224,FT,US
2023,MI,HR Analyst,58246,FT,US
2025,MI,Software Engineer,121627,FT,US
2024,MI,ETL Developer,90307,FT,US
2025,SE,Full-Stack Developer,164963,FT,US
2025,SE,Backend Developer,161508,FT,US
2023,EN,Marketing Analyst,45885,FT,US
2023,SE,BI Analyst,101525,FT,US
2025,SE,ETL Developer,128954,FT,US
2024,SE,Analytics Engineer,139354,FT,US
2025,MI,Full-Stack Developer,95936,FT,US
2025,MI,Product Designer,102490,FT,US
2025,MI,ETL Developer,78472,FT,US
2025,SE,Data Analyst,118068,FT,US
2025,MI,Data Engineer,124521,FT,US
2024,MI,HR Analyst,71826,FT,US
2025,SE,Administrative Assistant,69173,FT,US
2023,EN,ETL Developer,61824,FT,US
2023,SE,Frontend Developer,130198,FT,US
2023,MI,BI Analyst,67661,FT,US
2024,MI,Analytics Engineer,93815,FT,US
2025,MI,Financial Analyst,78007,FT,US
2025,MI,Sales Analyst,63212,FT,US
2024,SE,Software Engineer,157842,FT,US
2025,SE,Software Engineer,141155,FT,US
2025,MI,BI Analyst,68539,FT,US
2024,EN,Frontend Developer,54916,FT,US
2025,MI,Sales Analyst,77747,FT,US
2023,MI,UI/UX Designer,99672,FT,US
2025,MI,BI Analyst,72464,FT,US
2024,EN,UI/UX Designer,59731,FT,US
2025,MI,Data Analyst,89913,FT,US
2025,MI,Sales Analyst,75091,FT,US
2024,MI,UI/UX Designer,89433,FT,US
2025,MI,Analytics Engineer,105766,FT,US
2023,EN,UI/UX Designer,68341,FT,US
2024,EN,Administrative Assistant,31727,FT,US
2025,MI,Full-Stack Developer,80885,FT,US
2023,EN,Analytics Engineer,73078,FT,US
2024,MI,HR Analyst,58761,FT,US
2024,MI,Data Analyst,85760,FT,US
2023,SE,Data Analyst,112287,FT,US
2023,SE,Full-Stack Developer,119930,FT,US
2023,SE,Backend Developer,129582,FT,US
2025,SE,Full-Stack Developer,127141,FT,US
2025,EX,BI Analyst,147774,FT,US
2023,MI,Analytics Engineer,76580,FT,US
2023,MI,Software Engineer,107518,FT,US
2024,SE,Sales Analyst,101944,FT,US
2023,SE,Data Analyst,90537,FT,US
2025,EN,Full-Stack Developer,81978,FT,US
2025,SE,Frontend Developer,147138,FT,US
2023,MI,Sales Analyst,60699,FT,US
2024,SE,Sales Analyst,111998,FT,US
2023,EX,Data Analyst,179657,FT,US
2025,EN,Data Analyst,48638,FT,US
2024,MI,Analytics Engineer,111225,FT,US
2024,EN,Business Analyst,58154,FT,US
2025,EN,Product Designer,68307,FT,US
2023,EN,Financial Analyst,46923,FT,US
2025,MI,Backend Developer,119540,FT,US
2024,MI,Software Engineer,94897,FT,US
2023,MI,Marketing Analyst,56630,FT,US
2023,MI,Frontend Developer,99632,FT,US
2025,EN,Marketing Analyst,46844,FT,US
2023,MI,HR Analyst,55956,FT,US
2023,SE,BI Analyst,113457,FT,US
2025,EN,UI/UX Designer,68052,FT,US
2024,MI,Frontend Developer,106515,FT,US
2023,EN,Software Engineer,91456,FT,US
2025,MI,Full-Stack Developer,82635,FT,US
2024,EX,BI Analyst,168133,FT,US
2023,SE,Frontend Developer,150460,FT,US
2025,SE,HR Analyst,104899,FT,US
2023,MI,Administrative Assistant,58380,FT,US
2023,MI,UI/UX Designer,77330,FT,US
2024,EN,Frontend Developer,60666,FT,US
2023,SE,Business Analyst,97342,FT,US
2025,EN,HR Analyst,41313,FT,US
2023,SE,Backend Developer,130625,FT,US
2023,MI,Product Designer,105747,FT,US
2025,MI,HR Analyst,69439,FT,US
2023,SE,Backend Developer,152961,FT,US
2023,MI,Full-Stack Developer,101185,FT,US
2024,MI,Product Designer,97718,FT,US
2024,SE,Financial Analyst,108663,FT,US
2024,EN,Analytics Engineer,66181,FT,US
2023,MI,HR Analyst,75686,FT,US
2024,EN,Data Engineer,68778,FT,US
2024,SE,Software Engineer,154707,FT,US
2025,SE,Data Analyst,108459,FT,US
2024,SE,Data Engineer,144480,FT,US
2024,MI,Marketing Analyst,69082,FT,US
2025,MI,Data Analyst,89353,FT,US
2025,MI,Administrative Assistant,58940,FT,US
2023,SE,Analytics Engineer,125453,FT,US
2023,MI,UI/UX Designer,86818,FT,US
2023,MI,Data Engineer,128797,FT,US
2024,SE,Software Engineer,170506,FT,US
2023,MI,Software Engineer,92932,FT,US
2024,MI,Frontend Developer,83734,FT,US
2025,MI,Full-Stack Developer,118951,FT,US
2023,EX,Sales Analyst,109511,FT,US
2025,SE,Analytics Engineer,107755,FT,US
2025,MI,Financial Analyst,79432,FT,US
2025,EN,Marketing Analyst,48994,FT,US
2023,MI,Product Designer,78893,FT,US
2023,EX,Full-Stack Developer,230533,FT,US
2025,MI,Frontend Developer,87758,FT,US
2023,MI,Data Engineer,89077,FT,US
2024,EN,Software Engineer,70629,FT,US
2025,MI,Product Designer,75924,FT,US
2024,SE,Product Designer,145718,FT,US
2025,MI,Data Analyst,75132,FT,US
2023,SE,Analytics Engineer,117818,FT,US
2023,MI,Data Engineer,119557,FT,US
2023,SE,Backend Developer,167299,FT,US
2023,SE,Software Engineer,177614,FT,US
2025,MI,Frontend Developer,104639,FT,US
2025,MI,Software Engineer,126091,FT,US
2025,EN,Product Designer,60689,FT,US
2023,EN,Full-Stack Developer,78579,FT,US
2025,MI,Marketing Analyst,68543,FT,US
2025,MI,Sales Analyst,62221,FT,US
2025,MI,BI Analyst,67368,FT,US
2025,MI,Software Engineer,94580,FT,US
2024,EN,UI/UX Designer,50004,FT,US
2024,EN,Software Engineer,69344,FT,US
2025,EN,Financial Analyst,52089,FT,US
2024,SE,ETL Developer,106523,FT,US
2023,SE,Administrative Assistant,78174,FT,US
2025,MI,BI Analyst,95369,FT,US
2025,MI,Marketing Analyst,57037,FT,US
2023,EN,Business Analyst,66610,FT,US
2024,SE,BI Analyst,107405,FT,US
2025,MI,Full-Stack Developer,98090,FT,US
2024,SE,Financial Analyst,91193,FT,US
2024,EX,UI/UX Designer,170627,FT,US
2024,EN,ETL Developer,63008,FT,US
2024,EN,Data Analyst,58050,FT,US
2024,EN,Software Engineer,78606,FT,US
2023,SE,BI Analyst,93700,FT,US
2024,MI,Marketing Analyst,79680,FT,US
2023,SE,Software Engineer,166893,FT,US
2025,MI,Analytics Engineer,97928,FT,US
2025,EN,Marketing Analyst,58658,FT,US
2023,MI,Business Analyst,84809,FT,US
2025,SE,Business Analyst,115737,FT,US
2024,SE,Software Engineer,123709,FT,US
2023,EN,Full-Stack Developer,70085,FT,US
2023,SE,Sales Analyst,78031,FT,US
2024,MI,Data Engineer,88368,FT,US
2024,SE,Frontend Developer,156041,FT,US
2025,SE,Financial Analyst,107902,FT,US
2024,SE,Product Designer,127864,FT,US
2024,EN,Sales Analyst,39307,FT,US
2024,MI,HR Analyst,58207,FT,US
2025,SE,Sales Analyst,107544,FT,US
2023,SE,BI Analyst,101062,FT,US
2024,SE,Backend Developer,130786,FT,US
2025,SE,UI/UX Designer,121864,FT,US
2023,MI,Analytics Engineer,90195,FT,US
2023,MI,BI Analyst,80127,FT,US
2024,MI,Data Analyst,84312,FT,US
2024,EN,Business Analyst,54405,FT,US
2025,EN,Data Engineer,87742,FT,US
2023,MI,HR Analyst,53348,FT,US
2025,MI,Software Engineer,128153,FT,US
2025,SE,Frontend Developer,138677,FT,US
2023,MI,BI Analyst,86222,FT,US
2024,EX,Business Analyst,174866,FT,US
2025,EN,Business Analyst,46677,FT,US
2023,MI,Product Designer,104113,FT,US
2025,MI,Full-Stack Developer,101082,FT,US
2025,SE,UI/UX Designer,119108,FT,US
2023,EN,Product Designer,66781,FT,US
2024,MI,Administrative Assistant,44548,FT,US
2024,SE,Business Analyst,116903,FT,US
2023,EN,Sales Analyst,51152,FT,US
2023,SE,Data Engineer,182606,FT,US
2023,MI,Backend Developer,118025,FT,US
2023,SE,UI/UX Designer,106897,FT,US
2024,MI,ETL Developer,78124,FT,US
2024,SE,Marketing Analyst,112704,FT,US
2024,MI,Financial Analyst,69084,FT,US
2024,MI,Analytics Engineer,93120,FT,US
2024,MI,Product Designer,100695,FT,US
2025,MI,Administrative Assistant,53568,FT,US
2023,MI,Data Analyst,67959,FT,US
2023,SE,HR Analyst,96292,FT,US
2023,MI,Marketing Analyst,63347,FT,US
2025,MI,ETL Developer,94028,FT,US
2023,SE,BI Analyst,123443,FT,US
2023,MI,Product Designer,97237,FT,US
2023,MI,Frontend Developer,87250,FT,US
2024,EX,Full-Stack Developer,168633,FT,US
2023,EN,UI/UX Designer,53569,FT,US
2023,MI,Analytics Engineer,88941,FT,US
2024,MI,HR Analyst,67067,FT,US
2023,MI,BI Analyst,87229,FT,US
2024,EN,Full-Stack Developer,77573,FT,US
2024,MI,Data Analyst,68776,FT,US
2023,MI,Frontend Developer,95670,FT,US
2025,MI,Data Engineer,93039,FT,US
2024,MI,ETL Developer,84536,FT,US
2024,EN,HR Analyst,45874,FT,US
2024,MI,ETL Developer,97287,FT,US
2024,EN,Data Analyst,48642,FT,US
2024,MI,Data Engineer,117207,FT,US
2025,EX,Frontend Developer,222494,FT,US
2025,EN,Administrative Assistant,32410,FT,US
2024,EX,Analytics Engineer,217293,FT,US
2023,EN,BI Analyst,67100,FT,US
2024,MI,ETL Developer,88715,FT,US
2025,SE,Full-Stack Developer,132419,FT,US
2025,MI,Data Engineer,110639,FT,US
2025,SE,Marketing Analyst,98911,FT,US
2023,EN,Data Analyst,49097,FT,US
2023,SE,Backend Developer,136965,FT,US
2025,SE,Full-Stack Developer,156937,FT,US
2023,SE,Financial Analyst,109777,FT,US
2025,SE,Frontend Developer,134207,FT,US
2024,EN,Backend Developer,64338,FT,US
2023,SE,Product Designer,125337,FT,US
2025,MI,Full-Stack Developer,108174,FT,US
2024,MI,Analytics Engineer,88383,FT,US
2025,EX,Software Engineer,258523,FT,US
2025,MI,Data Engineer,106836,FT,US
2025,EX,Full-Stack Developer,231440,FT,US
2025,MI,Financial Analyst,83904,FT,US
2025,EN,Product Designer,70740,FT,US
2023,MI,BI Analyst,91072,FT,US
2023,SE,Administrative Assistant,65041,FT,US
2023,MI,Sales Analyst,59795,FT,US
2025,MI,Financial Analyst,85298,FT,US
2023,MI,Sales Analyst,65474,FT,US
2024,MI,Data Engineer,111912,FT,US
2025,SE,Financial Analyst,115352,FT,US
2023,EN,Financial Analyst,50630,FT,US
2025,SE,Data Engineer,162496,FT,US
2023,MI,BI Analyst,97088,FT,US
2023,SE,Financial Analyst,94881,FT,US
2023,MI,Full-Stack Developer,90836,FT,US
2023,MI,Administrative Assistant,52027,FT,US
2025,SE,Analytics Engineer,136358,FT,US
2024,EN,Data Analyst,45513,FT,US
2025,SE,Product Designer,126712,FT,US
2023,EN,Full-Stack Developer,82709,FT,US
2024,MI,Analytics Engineer,97074,FT,US
2025,EN,Business Analyst,61348,FT,US
2025,MI,BI Analyst,96616,FT,US
2025,MI,Frontend Developer,94100,FT,US
2024,EN,Product Designer,64428,FT,US
2023,MI,Backend Developer,122174,FT,US
2025,EN,Data Analyst,50449,FT,US
2024,MI,ETL Developer,88251,FT,US
2024,SE,Sales Analyst,100323,FT,US
2024,MI,Backend Developer,96238,FT,US
2024,SE,Administrative Assistant,67273,FT,US
2025,MI,Software Engineer,93294,FT,US
2025,SE,Backend Developer,130743,FT,US
2025,SE,Financial Analyst,94089,FT,US
2025,MI,Software Engineer,118601,FT,US
2024,SE,Analytics Engineer,132602,FT,US
2025,MI,BI Analyst,83127,FT,US
2025,MI,Sales Analyst,73901,FT,US
